index,protID,geneID,geneName,
616,Q03393,ENSG00000150787,PTS,
617,Q05469,ENSG00000079435,LIPE,
618,P31645,ENSG00000108576,SLC6A4,
619,Q9Y613,ENSG00000135723,FHOD1,
620,Q684P5,ENSG00000132359,RAP1GAP2,
621,Q76M96,ENSG00000091986,CCDC80,
622,O96001,ENSG00000106341,PPP1R17,
623,Q8WZ42,ENSG00000155657,TTN,
624,Q9NS28,ENSG00000150681,RGS18,
625,P10451,ENSG00000118785,SPP1,
626,P52943,ENSG00000182809,CRIP2,
627,Q9Y6F6,ENSG00000072952,MRVI1,
628,Q9UH03,ENSG00000100167,SEPT3,
629,Q5VSY0,ENSG00000165113,GKAP1,
630,P24046,ENSG00000146276,GABRR1,
631,P13805,ENSG00000105048,TNNT1,
632,Q8IZK6,ENSG00000153898,MCOLN2,
633,Q9GZU1,ENSG00000090674,MCOLN1,
634,Q8TDD5,ENSG00000055732,MCOLN3,
635,P20020,ENSG00000070961,ATP2B1,
636,P11274,ENSG00000186716,BCR,
637,Q96RT1,ENSG00000112851,ERBIN,
638,Q9HCP0,ENSG00000169118,CSNK1G1,
639,Q14204,ENSG00000197102,DYNC1H1,
640,Q8TD43,ENSG00000130529,TRPM4,
641,Q12778,ENSG00000150907,FOXO1,
642,P04637,ENSG00000141510,TP53,
643,P30291,ENSG00000166483,WEE1,
644,P42574,ENSG00000164305,CASP3,
645,Q9Y2U5,ENSG00000169967,MAP3K2,
646,P78527,ENSG00000253729,PRKDC,
647,P27348,ENSG00000134308,YWHAQ,
648,P15056,ENSG00000157764,BRAF,
649,Q99683,ENSG00000197442,MAP3K5,
650,Q04759,ENSG00000065675,PRKCQ,
651,P49815,ENSG00000103197,TSC2,
652,O14558,ENSG00000004776,HSPB6,
653,Q9BV73,ENSG00000126001,CEP250,
654,O43524,ENSG00000118689,FOXO3,
655,Q92574,ENSG00000165699,TSC1,
656,Q92934,ENSG00000002330,BAD,
657,Q9NRM7,ENSG00000150457,LATS2,
658,Q96B36,ENSG00000204673,AKT1S1,
659,P30305,ENSG00000101224,CDC25B,
660,Q8N5S9,ENSG00000004660,CAMKK1,
661,O15151,ENSG00000198625,MDM4,
662,P21127,ENSG00000248333,CDK11B,
663,P10398,ENSG00000078061,ARAF,
664,Q9NYL2,ENSG00000091436,MAP3K20,
665,P49759,ENSG00000013441,CLK1,
666,Q13627,ENSG00000157540,DYRK1A,
667,P31946,ENSG00000166913,YWHAB,
668,Q9BPZ7,ENSG00000119487,MAPKAP1,
669,P07196,ENSG00000277586,NEFL,
670,O95382,ENSG00000142733,MAP3K6,
671,Q96SB4,ENSG00000096063,SRPK1,
672,O96013,ENSG00000130669,PAK4,
673,Q9HC77,ENSG00000151849,CENPJ,
674,Q13523,ENSG00000112739,PRPF4B,
675,Q9NXR1,ENSG00000072864,NDE1,
676,Q13509,ENSG00000258947,TUBB3,
677,P27448,ENSG00000075413,MARK3,
678,Q00536,ENSG00000102225,CDK16,
679,P49760,ENSG00000176444,CLK2,
680,Q9H4A3,ENSG00000060237,WNK1,
681,P49761,ENSG00000179335,CLK3,
682,Q7Z460,ENSG00000074054,CLASP1,
683,Q00537,ENSG00000059758,CDK17,
684,Q9Y5S1,ENSG00000187688,TRPV2,
685,Q9BRV3,ENSG00000169241,SLC50A1,
686,P08631,ENSG00000101336,HCK,
687,P16885,ENSG00000197943,PLCG2,
688,P60709,ENSG00000075624,ACTB,
689,P49407,ENSG00000137486,ARRB1,
690,O00459,ENSG00000105647,PIK3R2,
691,Q07889,ENSG00000115904,SOS1,
692,P40189,ENSG00000134352,IL6ST,
693,P50570,ENSG00000079805,DNM2,
694,P00519,ENSG00000097007,ABL1,
695,P21860,ENSG00000065361,ERBB3,
696,Q9UI08,ENSG00000196405,EVL,
697,P56945,ENSG00000050820,BCAR1,
698,Q13905,ENSG00000107263,RAPGEF1,
699,P27986,ENSG00000145675,PIK3R1,
700,P08670,ENSG00000026025,VIM,
701,P61978,ENSG00000165119,HNRNPK,
702,P51692,ENSG00000173757,STAT5B,
703,P42338,ENSG00000051382,PIK3CB,
704,Q92569,ENSG00000117461,PIK3R3,
705,Q13444,ENSG00000143537,ADAM15,
706,Q07666,ENSG00000121774,KHDRBS1,
707,P51677,ENSG00000183625,CCR3,
708,Q13094,ENSG00000043462,LCP2,
709,Q03405,ENSG00000011422,PLAUR,
710,P12318,ENSG00000143226,FCGR2A,
711,Q92835,ENSG00000168918,INPP5D,
712,P42768,ENSG00000015285,WAS,
713,P12314,ENSG00000150337,FCGR1A,
714,A9UF07,,,
715,Q92556,ENSG00000155849,ELMO1,
716,O43516,ENSG00000115935,WIPF1,
717,Q9ULH1,ENSG00000153317,ASAP1,
718,O60496,ENSG00000147443,DOK2,
719,Q15393,ENSG00000189091,SF3B3,
720,Q9H6R7,ENSG00000163026,WDCP,
721,O75563,ENSG00000005020,SKAP2,
722,Q14644,ENSG00000185989,RASA3,
723,Q13432,ENSG00000109103,UNC119,
724,Q53H12,ENSG00000006530,AGK,
725,Q9H1B7,ENSG00000119669,IRF2BPL,
726,Q9Y3L3,ENSG00000100092,SH3BP1,
727,Q96H20,ENSG00000159210,SNF8,
728,P55199,ENSG00000105656,ELL,
729,Q96FZ7,ENSG00000176108,CHMP6,
730,Q9BRG1,ENSG00000131475,VPS25,
731,Q7Z443,ENSG00000277481,PKD1L3,
732,Q9P0L9,ENSG00000107593,PKD2L1,
733,P19105,ENSG00000101608,MYL12A,
734,P29350,ENSG00000111679,PTPN6,
735,P19338,ENSG00000115053,NCL,
736,P35580,ENSG00000133026,MYH10,
737,P24844,ENSG00000101335,MYL9,
738,P26447,ENSG00000196154,S100A4,
739,Q86VB7,ENSG00000177575,CD163,
740,Q14896,ENSG00000134571,MYBPC3,
741,Q12889,ENSG00000085465,OVGP1,
742,P53355,ENSG00000196730,DAPK1,
743,P45379,ENSG00000118194,TNNT2,
744,P07951,ENSG00000198467,TPM2,
745,P41181,ENSG00000167580,AQP2,
746,P51170,ENSG00000166828,SCNN1G,
747,P28482,ENSG00000100030,MAPK1,
748,Q16623,ENSG00000106089,STX1A,
749,P11532,ENSG00000198947,DMD,
750,Q13424,ENSG00000101400,SNTA1,
751,P68032,ENSG00000159251,ACTC1,
752,P68133,ENSG00000143632,ACTA1,
753,O60941,ENSG00000138101,DTNB,
754,Q15124,ENSG00000154330,PGM5,
755,Q02962,ENSG00000075891,PAX2,
756,Q05516,ENSG00000109906,ZBTB16,
757,Q08999,ENSG00000103479,RBL2,
758,Q06710,ENSG00000125618,PAX8,
759,P41970,ENSG00000111145,ELK3,
760,P28749,ENSG00000080839,RBL1,
761,Q02548,ENSG00000196092,PAX5,
762,Q92858,ENSG00000172238,ATOH1,
763,Q9UM11,ENSG00000105325,FZR1,
764,P15884,ENSG00000196628,TCF4,
765,P28324,ENSG00000158711,ELK4,
766,P19419,ENSG00000126767,ELK1,
767,Q16666,ENSG00000163565,IFI16,
768,P35611,ENSG00000087274,ADD1,
769,O60682,ENSG00000178860,MSC,
770,P13349,ENSG00000111049,MYF5,
771,Q9Y574,ENSG00000005981,ASB4,
772,Q99081,ENSG00000140262,TCF12,
773,P23409,ENSG00000111046,MYF6,
774,P49757,ENSG00000133961,NUMB,
775,Q96J02,ENSG00000078747,ITCH,
776,Q05513,ENSG00000067606,PRKCZ,
777,P05067,ENSG00000142192,APP,
778,P46531,ENSG00000148400,NOTCH1,
779,P41743,ENSG00000163558,PRKCI,
780,Q8IUQ4,ENSG00000196470,SIAH1,
781,P08151,ENSG00000111087,GLI1,
782,Q14012,ENSG00000134072,CAMK1,
783,O43347,ENSG00000135097,MSI1,
784,Q6PML9,ENSG00000014824,SLC30A9,
785,Q8TBB1,ENSG00000072201,LNX1,
786,Q2M2I8,ENSG00000115977,AAK1,
787,P16109,ENSG00000174175,SELP,
788,Q8N448,ENSG00000139517,LNX2,
789,P0C851,ENSG00000233670,PIRT,
790,Q9NZU7,ENSG00000157782,CABP1,
791,P10415,ENSG00000171791,BCL2,
792,Q14457,ENSG00000126581,BECN1,
793,P06493,ENSG00000170312,CDK1,
794,P16157,ENSG00000029534,ANK1,
795,Q9NSB8,ENSG00000103942,HOMER2,
796,Q6GPH6,ENSG00000198885,ITPRIPL1,
797,O43865,ENSG00000168710,AHCYL1,
798,Q9H4G0,ENSG00000088367,EPB41L1,
799,Q8IWB1,ENSG00000148841,ITPRIP,
800,O94905,ENSG00000147475,ERLIN2,
801,P35219,ENSG00000178538,CA8,
802,Q9BS26,ENSG00000023318,ERP44,
803,P04899,ENSG00000114353,GNAI2,
804,P11229,ENSG00000168539,CHRM1,
805,P29992,ENSG00000088256,GNA11,
806,P55064,ENSG00000161798,AQP5,
807,Q14244,ENSG00000135525,MAP7,
808,Q16643,ENSG00000113758,DBN1,
809,Q03135,ENSG00000105974,CAV1,
810,P06239,ENSG00000182866,LCK,
811,P42229,ENSG00000126561,STAT5A,
812,Q9H4B4,ENSG00000173846,PLK3,
813,Q96QZ7,ENSG00000151276,MAGI1,
814,Q9Y6Q9,ENSG00000124151,NCOA3,
815,P35813,ENSG00000100614,PPM1A,
816,P60953,ENSG00000070831,CDC42,
817,Q13464,ENSG00000067900,ROCK1,
818,P08047,ENSG00000185591,SP1,
819,P63000,ENSG00000136238,RAC1,
820,P31751,ENSG00000105221,AKT2,
821,P18146,ENSG00000120738,EGR1,
822,Q8NEB9,ENSG00000078142,PIK3C3,
823,Q9Y243,ENSG00000117020,AKT3,
824,Q06830,ENSG00000117450,PRDX1,
825,Q70Z35,ENSG00000046889,PREX2,
826,Q93009,ENSG00000187555,USP7,
827,P63279,ENSG00000103275,UBE2I,
828,P21802,ENSG00000066468,FGFR2,
829,P22607,ENSG00000068078,FGFR3,
830,Q14764,ENSG00000013364,MVP,
831,Q9H0F6,ENSG00000179526,SHARPIN,
832,Q99497,ENSG00000116288,PARK7,
833,Q9BT67,ENSG00000131507,NDFIP1,
834,P19784,ENSG00000070770,CSNK2A2,
835,Q86UL8,ENSG00000187391,MAGI2,
836,Q5TCQ9,ENSG00000081026,MAGI3,
837,Q9Y2H9,ENSG00000105613,MAST1,
838,Q9BWU1,ENSG00000155111,CDK19,
839,O95271,ENSG00000173273,TNKS,
840,O60307,ENSG00000099308,MAST3,
841,Q6P0Q8,ENSG00000086015,MAST2,
842,P42685,ENSG00000111816,FRK,
843,Q92995,ENSG00000058056,USP13,
844,P12814,ENSG00000072110,ACTN1,
845,P19237,ENSG00000159173,TNNI1,
846,Q13936,ENSG00000151067,CACNA1C,
847,P21579,ENSG00000067715,SYT1,
848,Q13362,ENSG00000078304,PPP2R5C,
849,P30626,ENSG00000075142,SRI,
850,Q86UR5,ENSG00000079841,RIMS1,
851,P54284,ENSG00000167535,CACNB3,
852,Q9NZM6,ENSG00000078795,PKD2L2,
853,Q9BX84,ENSG00000119121,TRPM6,
854,Q9Y6R4,ENSG00000085511,MAP3K4,
855,P23458,ENSG00000162434,JAK1,
856,P40337,ENSG00000134086,VHL,
857,Q9H3D4,ENSG00000073282,TP63,
858,Q13617,ENSG00000108094,CUL2,
859,P05556,ENSG00000150093,ITGB1,
860,Q9UKV8,ENSG00000123908,AGO2,
861,O43521,ENSG00000153094,BCL2L11,
862,P62993,ENSG00000177885,GRB2,
863,P29597,ENSG00000105397,TYK2,
864,P05161,ENSG00000187608,ISG15,
865,O95644,ENSG00000131196,NFATC1,
866,Q15369,ENSG00000154582,ELOC,
867,O75928,ENSG00000078043,PIAS2,
868,O00329,ENSG00000171608,PIK3CD,
869,Q15149,ENSG00000178209,PLEC,
870,Q08499,ENSG00000113448,PDE4D,
871,Q13308,ENSG00000112655,PTK7,
872,P62873,ENSG00000078369,GNB1,
873,P18084,ENSG00000082781,ITGB5,
874,P59768,ENSG00000186469,GNG2,
875,P28827,ENSG00000173482,PTPRM,
876,Q93084,ENSG00000074370,ATP2A3,
877,Q9NQC7,ENSG00000083799,CYLD,
878,Q15750,ENSG00000100324,TAB1,
879,P45983,ENSG00000107643,MAPK8,
880,O95835,ENSG00000131023,LATS1,
881,Q93008,ENSG00000124486,USP9X,
882,Q7Z434,ENSG00000088888,MAVS,
883,Q15303,ENSG00000178568,ERBB4,
884,P61073,ENSG00000121966,CXCR4,
885,Q8WWW0,ENSG00000266094,RASSF5,
886,P68036,ENSG00000185651,UBE2L3,
887,Q16621,ENSG00000123405,NFE2,
888,Q99962,ENSG00000107295,SH3GL2,
889,Q15366,ENSG00000197111,PCBP2,
890,Q14155,ENSG00000102606,ARHGEF7,
891,O75113,ENSG00000102921,N4BP1,
892,Q8NFZ5,ENSG00000168884,TNIP2,
893,Q86Y01,ENSG00000135144,DTX1,
894,Q9Y3C5,ENSG00000123091,RNF11,
895,Q9Y6R0,ENSG00000105245,NUMBL,
896,Q99732,ENSG00000189067,LITAF,
897,Q96BR1,ENSG00000104205,SGK3,
898,Q8N5I2,ENSG00000197070,ARRDC1,
899,Q9H3M7,ENSG00000265972,TXNIP,
900,Q8N0X7,ENSG00000133104,SPART,
901,O75317,ENSG00000152484,USP12,
902,Q9HC29,ENSG00000167207,NOD2,
903,P14373,ENSG00000204713,TRIM27,
904,P17542,ENSG00000162367,TAL1,
905,Q9UJ55,ENSG00000254585,MAGEL2,
906,O00750,ENSG00000133056,PIK3C2B,
907,A8K0Z3,ENSG00000181404,WASHC1,
908,O95243,ENSG00000129071,MBD4,
909,Q9H2F5,ENSG00000120616,EPC1,
910,Q13277,ENSG00000166900,STX3,
911,Q00535,ENSG00000164885,CDK5,
912,O00555,ENSG00000141837,CACNA1A,
913,Q00975,ENSG00000148408,CACNA1B,
914,P43003,ENSG00000079215,SLC1A3,
915,O14810,ENSG00000168993,CPLX1,
916,O14795,ENSG00000198722,UNC13B,
917,Q09470,ENSG00000111262,KCNA1,
918,O15079,ENSG00000101298,SNPH,
919,P23763,ENSG00000139190,VAMP1,
920,Q8NFX7,ENSG00000168952,STXBP6,
921,Q15833,ENSG00000076944,STXBP2,
922,Q6PUV4,ENSG00000145920,CPLX2,
923,Q12797,ENSG00000198363,ASPH,
924,Q07157,ENSG00000104067,TJP1,
925,Q16539,ENSG00000112062,MAPK14,
926,Q13164,ENSG00000166484,MAPK7,
927,P17706,ENSG00000175354,PTPN2,
928,P48730,ENSG00000141551,CSNK1D,
929,P42566,ENSG00000085832,EPS15,
930,P36382,ENSG00000265107,GJA5,
931,Q9NRR5,ENSG00000160803,UBQLN4,
932,P48745,ENSG00000136999,NOV,
933,Q9Y6H8,ENSG00000121743,GJA3,
934,Q96HU1,ENSG00000100359,SGSM3,
935,P23284,ENSG00000166794,PPIB,
936,Q14653,ENSG00000126456,IRF3,
937,P01236,ENSG00000172179,PRL,
938,Q05193,ENSG00000106976,DNM1,
939,Q10567,ENSG00000100280,AP1B1,
940,O00499,ENSG00000136717,BIN1,
941,Q9Y5X1,ENSG00000130340,SNX9,
942,P47756,ENSG00000077549,CAPZB,
943,P19801,ENSG00000002726,AOC1,
944,P49418,ENSG00000078053,AMPH,
945,P22392,ENSG00000243678,NME2,
946,Q99963,ENSG00000140600,SH3GL3,
947,P35080,ENSG00000070087,PFN2,
948,Q9Y3D6,ENSG00000214253,FIS1,
949,Q12791,ENSG00000156113,KCNMA1,
950,O95180,ENSG00000196557,CACNA1H,
951,Q16558,ENSG00000145936,KCNMB1,
952,Q9Y691,ENSG00000197584,KCNMB2,
953,P11142,ENSG00000109971,HSPA8,
954,O43318,ENSG00000135341,MAP3K7,
955,P51617,ENSG00000184216,IRAK1,
956,Q9UNE7,ENSG00000103266,STUB1,
957,Q04864,ENSG00000162924,REL,
958,Q00613,ENSG00000185122,HSF1,
959,P0DMV8,ENSG00000204389,HSPA1A,
960,Q99933,ENSG00000107262,BAG1,
961,P37840,ENSG00000145335,SNCA,
962,P25942,ENSG00000101017,CD40,
963,P41279,ENSG00000107968,MAP3K8,
964,P99999,ENSG00000172115,CYCS,
965,O75530,ENSG00000074266,EED,
966,P03372,ENSG00000091831,ESR1,
967,P07550,ENSG00000169252,ADRB2,
968,P46379,ENSG00000204463,BAG6,
969,Q96EY1,ENSG00000103423,DNAJA3,
970,P09496,ENSG00000122705,CLTA,
971,P31948,ENSG00000168439,STIP1,
972,Q12809,ENSG00000055118,KCNH2,
973,P59046,ENSG00000142405,NLRP12,
974,P00441,ENSG00000142168,SOD1,
975,Q9Y375,ENSG00000137806,NDUFAF1,
976,Q14005,ENSG00000172349,IL16,
977,P00338,ENSG00000134333,LDHA,
978,Q9H3Z4,ENSG00000101152,DNAJC5,
979,Q99966,ENSG00000125931,CITED1,
980,P11308,ENSG00000157554,ERG,
981,O14976,ENSG00000178950,GAK,
982,P15516,ENSG00000205649,HTN3,
983,O60884,ENSG00000069345,DNAJA2,
984,P05062,ENSG00000136872,ALDOB,
985,P31689,ENSG00000086061,DNAJA1,
986,Q92598,ENSG00000120694,HSPH1,
987,Q8TBM8,ENSG00000164031,DNAJB14,
988,P00505,ENSG00000125166,GOT2,
989,P12956,ENSG00000196419,XRCC6,
990,P49023,ENSG00000089159,PXN,
991,Q09472,ENSG00000100393,EP300,
992,Q15717,ENSG00000066044,ELAVL1,
993,O14965,ENSG00000087586,AURKA,
994,Q9H853,ENSG00000243910,TUBA4B,
995,O15205,ENSG00000213886,UBD,
996,P62805,ENSG00000276180,HIST1H4I,
997,Q13950,ENSG00000124813,RUNX2,
998,P14625,ENSG00000166598,HSP90B1,
999,Q01201,ENSG00000104856,RELB,
1000,O14980,ENSG00000082898,XPO1,
1001,Q16512,ENSG00000123143,PKN1,
1002,P68363,ENSG00000123416,TUBA1B,
1003,Q13283,ENSG00000145907,G3BP1,
1004,Q01130,ENSG00000161547,SRSF2,
1005,Q9HC16,ENSG00000239713,APOBEC3G,
1006,Q96JN0,ENSG00000196233,LCOR,
1007,Q5JXC2,ENSG00000116691,MIIP,
1008,Q86XT4,ENSG00000146755,TRIM50,
1009,Q8NHQ1,ENSG00000114107,CEP70,
1010,Q96DB2,ENSG00000163517,HDAC11,
1011,Q99750,ENSG00000112559,MDFI,
1012,Q9UBN4,ENSG00000133107,TRPC4,
1013,P25116,ENSG00000181104,F2R,
1014,P10145,ENSG00000169429,CXCL8,
1015,Q99835,ENSG00000128602,SMO,
1016,Q99496,ENSG00000121481,RNF2,
1017,P48039,ENSG00000168412,MTNR1A,
1018,P51681,ENSG00000160791,CCR5,
1019,P25025,ENSG00000180871,CXCR2,
1020,Q99614,ENSG00000113312,TTC1,
1021,P25024,ENSG00000163464,CXCR1,
1022,P81274,ENSG00000121957,GPSM2,
1023,P32302,ENSG00000160683,CXCR5,
1024,P25101,ENSG00000151617,EDNRA,
1025,P30542,ENSG00000163485,ADORA1,
1026,Q9UBY5,ENSG00000171517,LPAR3,
1027,P21462,ENSG00000171051,FPR1,
1028,Q15722,ENSG00000213903,LTB4R,
1029,Q9Y272,ENSG00000108551,RASD1,
1030,Q9HAV0,ENSG00000114450,GNB4,
1031,P18089,ENSG00000274286,ADRA2B,
1032,Q9H244,ENSG00000169313,P2RY12,
1033,Q9GZM8,ENSG00000166579,NDEL1,
1034,P21359,ENSG00000196712,NF1,
1035,Q14203,ENSG00000204843,DCTN1,
1036,P43034,ENSG00000007168,PAFAH1B1,
1037,Q13409,ENSG00000077380,DYNC1I2,
1038,Q13561,ENSG00000175203,DCTN2,
1039,Q86YM7,ENSG00000152413,HOMER1,
1040,P62140,ENSG00000213639,PPP1CB,
1041,P36873,ENSG00000186298,PPP1CC,
1042,Q13698,ENSG00000081248,CACNA1S,
1043,P23297,ENSG00000160678,S100A1,
1044,Q13061,ENSG00000186439,TRDN,
1045,Q02790,ENSG00000004478,FKBP4,
1046,P08238,ENSG00000096384,HSP90AB1,
1047,P04150,ENSG00000113580,NR3C1,
1048,Q04771,ENSG00000115170,ACVR1,
1049,Q92990,ENSG00000174842,GLMN,
1050,P40933,ENSG00000164136,IL15,
1051,Q15306,ENSG00000137265,IRF4,
1052,O00244,ENSG00000177556,ATOX1,
1053,P04629,ENSG00000198400,NTRK1,
1054,O95166,ENSG00000170296,GABARAP,
1055,Q9NQT8,ENSG00000197892,KIF13B,
1056,Q8NET8,ENSG00000167723,TRPV3,
1057,Q13303,ENSG00000069424,KCNAB2,
1058,P21554,ENSG00000118432,CNR1,
1059,Q6VY07,ENSG00000175115,PACS1,
1060,O75762,ENSG00000104321,TRPA1,
1061,O95613,ENSG00000160299,PCNT,
1062,Q14674,ENSG00000135476,ESPL1,
1063,O94986,ENSG00000103995,CEP152,
1064,Q99996,ENSG00000127914,AKAP9,
1065,Q9NRI5,ENSG00000162946,DISC1,
1066,P23258,ENSG00000131462,TUBG1,
1067,Q15154,ENSG00000078674,PCM1,
1068,Q96SN8,ENSG00000136861,CDK5RAP2,
1069,Q08378,ENSG00000090615,GOLGA3,
1070,Q9H3P7,ENSG00000182827,ACBD3,
1071,Q14789,ENSG00000173230,GOLGB1,
1072,P28222,ENSG00000135312,HTR1B,
1073,Q7Z2W7,ENSG00000144481,TRPM8,
1074,P35372,ENSG00000112038,OPRM1,
1075,Q9NWB7,ENSG00000114446,IFT57,
1076,Q14790,ENSG00000064012,CASP8,
1077,O00291,ENSG00000127946,HIP1,
1078,Q6QNY1,ENSG00000196072,BLOC1S2,
1079,P05023,ENSG00000163399,ATP1A1,
1080,P23528,ENSG00000172757,CFL1,
1081,P54710,ENSG00000137731,FXYD2,
1082,O94875,ENSG00000154556,SORBS2,
1083,Q9UGI8,ENSG00000135269,TES,
1084,O00151,ENSG00000107438,PDLIM1,
1085,O43707,ENSG00000130402,ACTN4,
1086,P35221,ENSG00000044115,CTNNA1,
1087,P18206,ENSG00000035403,VCL,
1088,O14939,ENSG00000129219,PLD2,
1089,Q12879,ENSG00000183454,GRIN2A,
1090,Q8WX93,ENSG00000129116,PALLD,
1091,P11216,ENSG00000100994,PYGB,
1092,Q9Y2D8,ENSG00000117155,SSX2IP,
1093,Q8IY67,ENSG00000161847,RAVER1,
1094,Q9UBF9,ENSG00000120729,MYOT,
1095,Q93052,ENSG00000145012,LPP,
1096,P21291,ENSG00000159176,CSRP1,
1097,P50461,ENSG00000129170,CSRP3,
1098,P10909,ENSG00000120885,CLU,
1099,Q12923,ENSG00000163629,PTPN13,
1100,O94759,ENSG00000142185,TRPM2,
1101,Q16513,ENSG00000065243,PKN2,
1102,P25445,ENSG00000026103,FAS,
1103,Q9NPI1,ENSG00000166164,BRD7,
1104,Q13158,ENSG00000168040,FADD,
1105,P48023,ENSG00000117560,FASLG,
1106,Q15654,ENSG00000087077,TRIP6,
1107,O00506,ENSG00000115694,STK25,
1108,P02686,ENSG00000197971,MBP,
1109,Q52LW3,ENSG00000137962,ARHGAP29,
1110,P98172,ENSG00000090776,EFNB1,
1111,Q9BUL8,ENSG00000114209,PDCD10,
1112,Q8TEU7,ENSG00000158987,RAPGEF6,
1113,P50479,ENSG00000131435,PDLIM4,
1114,P48788,ENSG00000130598,TNNI2,
1115,P45378,ENSG00000130595,TNNT3,
1116,Q13451,ENSG00000096060,FKBP5,
1117,Q96P20,ENSG00000162711,NLRP3,
1118,P67870,ENSG00000204435,CSNK2B,
1119,P62834,ENSG00000116473,RAP1A,
1120,Q13601,ENSG00000111615,KRR1,
1121,O00410,ENSG00000065150,IPO5,
1122,O75116,ENSG00000134318,ROCK2,
1123,Q92630,ENSG00000127334,DYRK2,
1124,Q8N3F8,ENSG00000100139,MICALL1,
1125,P36507,ENSG00000126934,MAP2K2,
1126,O14578,ENSG00000122966,CIT,
1127,P51812,ENSG00000177189,RPS6KA3,
1128,P19022,ENSG00000170558,CDH2,
1129,Q02447,ENSG00000172845,SP3,
1130,Q9HC98,ENSG00000119408,NEK6,
1131,P54760,ENSG00000196411,EPHB4,
1132,P00750,ENSG00000104368,PLAT,
1133,Q8TCU5,ENSG00000198785,GRIN3A,
1134,Q00722,ENSG00000137841,PLCB2,
1135,P46734,ENSG00000034152,MAP2K3,
1136,P52564,ENSG00000108984,MAP2K6,
1137,Q9BPW8,ENSG00000184117,NIPSNAP1,
1138,P63027,ENSG00000220205,VAMP2,
1139,P49454,ENSG00000117724,CENPF,
1140,P30968,ENSG00000109163,GNRHR,
1141,Q9C0H9,ENSG00000277363,SRCIN1,
1142,Q9C026,ENSG00000100505,TRIM9,
1143,Q86Y82,ENSG00000117758,STX12,
1144,Q16695,ENSG00000168148,HIST3H3,
1145,P13639,ENSG00000167658,EEF2,
1146,O00418,ENSG00000103319,EEF2K,
1147,P28289,ENSG00000136842,TMOD1,
1148,Q9UL62,ENSG00000072315,TRPC5,
1149,P46108,ENSG00000167193,CRK,
1150,P01138,ENSG00000134259,NGF,
1151,Q8WU20,ENSG00000166225,FRS2,
1152,A7KAX9,ENSG00000134909,ARHGAP32,
1153,Q13588,ENSG00000154016,GRAP,
1154,Q9BVN2,ENSG00000160753,RUSC1,
1155,Q13972,ENSG00000058335,RASGRF1,
1156,P23471,ENSG00000106278,PTPRZ1,
1157,Q9BRQ5,ENSG00000175938,ORAI3,
1158,Q86VW0,ENSG00000187231,SESTD1,
1159,Q13393,ENSG00000075651,PLD1,
1160,Q16881,ENSG00000198431,TXNRD1,
1161,O75581,ENSG00000070018,LRP6,
1162,Q12933,ENSG00000127191,TRAF2,
1163,P17096,ENSG00000137309,HMGA1,
1164,P22307,ENSG00000116171,SCP2,
1165,P17936,ENSG00000146674,IGFBP3,
1166,P04626,ENSG00000141736,ERBB2,
1167,Q14451,ENSG00000141738,GRB7,
1168,Q07820,ENSG00000143384,MCL1,
1169,P35354,ENSG00000073756,PTGS2,
1170,P35228,ENSG00000007171,NOS2,
1171,P20333,ENSG00000028137,TNFRSF1B,
1172,P50281,ENSG00000157227,MMP14,
1173,P37023,ENSG00000139567,ACVRL1,
1174,P51813,ENSG00000102010,BMX,
1175,P51636,ENSG00000105971,CAV2,
1176,P34947,ENSG00000198873,GRK5,
1177,O75955,ENSG00000137312,FLOT1,
1178,Q13418,ENSG00000166333,ILK,
1179,P16234,ENSG00000134853,PDGFRA,
1180,P21453,ENSG00000170989,S1PR1,
1181,Q07954,ENSG00000123384,LRP1,
1182,P24530,ENSG00000136160,EDNRB,
1183,Q15835,ENSG00000185974,GRK1,
1184,Q92667,ENSG00000121057,AKAP1,
1185,Q9UQ49,ENSG00000162139,NEU3,
1186,F7VJQ1,,,
1187,Q16647,ENSG00000124212,PTGIS,
1188,P35613,ENSG00000172270,BSG,
1189,Q10588,ENSG00000109743,BST1,
1190,Q13021,ENSG00000144063,MALL,
1191,P30939,ENSG00000179097,HTR1F,
1192,P48729,ENSG00000113712,CSNK1A1,
1193,P12830,ENSG00000039068,CDH1,
1194,P10070,ENSG00000074047,GLI2,
1195,P55957,ENSG00000015475,BID,
1196,P52292,ENSG00000182481,KPNA2,
1197,P98177,ENSG00000184481,FOXO4,
1198,P56817,ENSG00000186318,BACE1,
1199,P41208,ENSG00000147400,CETN2,
1200,O94916,ENSG00000102908,NFAT5,
1201,P17181,ENSG00000142166,IFNAR1,
1202,P01375,ENSG00000232810,TNF,
1203,Q9Y2B4,ENSG00000124251,TP53TG5,
1204,P09429,ENSG00000189403,HMGB1,
1205,P10071,ENSG00000106571,GLI3,
1206,P49674,ENSG00000213923,CSNK1E,
1207,P55316,ENSG00000176165,FOXG1,
1208,Q9UJU2,ENSG00000138795,LEF1,
1209,P07910,ENSG00000092199,HNRNPC,
1210,P17931,ENSG00000131981,LGALS3,
1211,P26583,ENSG00000164104,HMGB2,
1212,P18846,ENSG00000123268,ATF1,
1213,O15169,ENSG00000103126,AXIN1,
1214,P29590,ENSG00000140464,PML,
1215,Q9BT88,ENSG00000132718,SYT11,
1216,O75689,ENSG00000105963,ADAP1,
1217,P52294,ENSG00000114030,KPNA1,
1218,Q14974,ENSG00000108424,KPNB1,
