index,protID,geneID,geneName,
6981,Q9NRD0,ENSG00000164117,FBXO8,
6982,A5PKW4,ENSG00000059915,PSD,
6983,Q9UHI6,ENSG00000064703,DDX20,
6984,Q8WXD5,ENSG00000152147,GEMIN6,
6985,P43026,ENSG00000125965,GDF5,
6986,P18075,ENSG00000101144,BMP7,
6987,Q8TB52,ENSG00000118496,FBXO30,
6988,Q53GS9,ENSG00000168883,USP39,
6989,O14526,ENSG00000130475,FCHO1,
6990,Q9H0T7,ENSG00000124839,RAB17,
6991,Q96AE7,ENSG00000052841,TTC17,
6992,Q6ZV73,ENSG00000180263,FGD6,
6993,P33402,ENSG00000152402,GUCY1A2,
6994,Q96T51,ENSG00000176783,RUFY1,
6995,Q01151,ENSG00000112149,CD83,
6996,Q8TDQ0,ENSG00000135077,HAVCR2,
6997,Q9GZP9,ENSG00000072849,DERL2,
6998,O14931,ENSG00000204475,NCR3,
6999,P07306,ENSG00000141505,ASGR1,
7000,Q6FIF0,ENSG00000086666,ZFAND6,
7001,Q15834,ENSG00000175602,CCDC85B,
7002,Q15784,ENSG00000171532,NEUROD2,
7003,O75935,ENSG00000137100,DCTN3,
7004,P13929,ENSG00000108515,ENO3,
7005,Q9BS18,ENSG00000129055,ANAPC13,
7006,Q14957,ENSG00000161509,GRIN2C,
7007,P46977,ENSG00000134910,STT3A,
7008,Q9BUI4,ENSG00000186141,POLR3C,
7009,Q9UKD2,ENSG00000053372,MRTO4,
7010,Q96MX6,ENSG00000243667,WDR92,
7011,Q9UBP9,ENSG00000144366,GULP1,
7012,Q8IVE3,ENSG00000152527,PLEKHH2,
7013,P58340,ENSG00000178053,MLF1,
7014,Q99469,ENSG00000144681,STAC,
7015,P22362,ENSG00000108702,CCL1,
7016,Q5T9A4,ENSG00000160072,ATAD3B,
7017,O75381,ENSG00000142655,PEX14,
7018,O95232,ENSG00000108848,LUC7L3,
7019,Q13427,ENSG00000138398,PPIG,
7020,Q13247,ENSG00000124193,SRSF6,
7021,Q9BZL1,ENSG00000198258,UBL5,
7022,Q8NBJ4,ENSG00000135052,GOLM1,
7023,Q9H0D6,ENSG00000088930,XRN2,
7024,P49750,ENSG00000119596,YLPM1,
7025,Q9UNQ2,ENSG00000086189,DIMT1,
7026,Q6UX71,ENSG00000120594,PLXDC2,
7027,Q86TG7,ENSG00000242265,PEG10,
7028,O95393,ENSG00000163217,BMP10,
7029,Q9UK05,ENSG00000263761,GDF2,
7030,O43687,ENSG00000118507,AKAP7,
7031,P48740,ENSG00000127241,MASP1,
7032,O00187,ENSG00000009724,MASP2,
7033,O95169,ENSG00000166136,NDUFB8,
7034,P31942,ENSG00000096746,HNRNPH3,
7035,Q8N2M8,ENSG00000104859,CLASRP,
7036,Q9NTM9,ENSG00000119929,CUTC,
7037,Q9Y2K5,ENSG00000179912,R3HDM2,
7038,P08133,ENSG00000197043,ANXA6,
7039,P09466,ENSG00000122133,PAEP,
7040,P13667,ENSG00000155660,PDIA4,
7041,Q96DN0,ENSG00000139055,ERP27,
7042,Q93096,ENSG00000112245,PTP4A1,
7043,Q9ULG1,ENSG00000128908,INO80,
7044,Q9NZD4,ENSG00000169877,AHSP,
7045,P00738,ENSG00000257017,HP,
7046,P02100,ENSG00000213931,HBE1,
7047,P69892,ENSG00000196565,HBG2,
7048,Q15223,ENSG00000110400,NECTIN1,
7049,Q9NQS3,ENSG00000177707,NECTIN3,
7050,Q8IVF5,ENSG00000146426,TIAM2,
7051,Q00604,ENSG00000124479,NDP,
7052,O95684,ENSG00000213066,FGFR1OP,
7053,Q5JR59,ENSG00000132938,MTUS2,
7054,O00522,ENSG00000001631,KRIT1,
7055,Q8IXT5,ENSG00000183808,RBM12B,
7056,Q9H074,ENSG00000172239,PAIP1,
7057,Q71RC2,ENSG00000161813,LARP4,
7058,Q92615,ENSG00000107929,LARP4B,
7059,Q58A45,ENSG00000152520,PAN3,
7060,Q9HCJ0,ENSG00000078687,TNRC6C,
7061,Q504Q3,ENSG00000135473,PAN2,
7062,Q9NQ33,ENSG00000176009,ASCL3,
7063,Q8WYR1,ENSG00000141506,PIK3R5,
7064,Q9P2U7,ENSG00000104888,SLC17A7,
7065,P40225,ENSG00000090534,THPO,
7066,Q8IZ07,ENSG00000076513,ANKRD13A,
7067,Q9UHW9,ENSG00000140199,SLC12A6,
7068,Q9Y3S1,ENSG00000165238,WNK2,
7069,Q13621,ENSG00000074803,SLC12A1,
7070,Q9Y666,ENSG00000113504,SLC12A7,
7071,Q9UP95,ENSG00000124067,SLC12A4,
7072,Q969Z4,ENSG00000054967,RELT,
7073,Q9H2X9,ENSG00000124140,SLC12A5,
7074,Q9ULL4,ENSG00000198753,PLXNB3,
7075,P84074,ENSG00000121905,HPCA,
7076,Q9NPB3,ENSG00000167791,CABP2,
7077,Q99467,ENSG00000134061,CD180,
7078,P22695,ENSG00000140740,UQCRC2,
7079,Q5TGI4,ENSG00000203727,SAMD5,
7080,P84103,ENSG00000112081,SRSF3,
7081,P55089,ENSG00000163794,UCN,
7082,P54845,ENSG00000129535,NRL,
7083,Q92692,ENSG00000130202,NECTIN2,
7084,Q96NY8,ENSG00000143217,NECTIN4,
7085,O15234,ENSG00000108349,CASC3,
7086,O75147,ENSG00000124006,OBSL1,
7087,Q14168,ENSG00000108852,MPP2,
7088,Q9NUL3,ENSG00000040341,STAU2,
7089,Q9H1M0,ENSG00000198088,NUP62CL,
7090,Q92541,ENSG00000137815,RTF1,
7091,Q9UGK8,ENSG00000129158,SERGEF,
7092,Q8TAG9,ENSG00000138190,EXOC6,
7093,Q8IYI6,ENSG00000116903,EXOC8,
7094,Q9NS82,ENSG00000130876,SLC7A10,
7095,Q9UPY5,ENSG00000151012,SLC7A11,
7096,Q9UM01,ENSG00000155465,SLC7A7,
7097,Q16853,ENSG00000131471,AOC3,
7098,P17927,ENSG00000203710,CR1,
7099,P13164,ENSG00000185885,IFITM1,
7100,P80108,ENSG00000112293,GPLD1,
7101,O00175,ENSG00000106178,CCL24,
7102,Q16663,ENSG00000275718,CCL15,
7103,P55774,ENSG00000275385,CCL18,
7104,P41250,ENSG00000106105,GARS,
7105,Q13477,ENSG00000099866,MADCAM1,
7106,Q8N2Q7,ENSG00000169760,NLGN1,
7107,O95196,ENSG00000114646,CSPG5,
7108,Q6PHR2,ENSG00000140474,ULK3,
7109,Q9UNE2,ENSG00000181031,RPH3AL,
7110,Q9NSY1,ENSG00000138756,BMP2K,
7111,Q9UHD0,ENSG00000142224,IL19,
7112,Q92911,ENSG00000105641,SLC5A5,
7113,Q9Y4C2,ENSG00000198420,TCAF1,
7114,Q30201,ENSG00000010704,HFE,
7115,Q92618,ENSG00000101493,ZNF516,
7116,P41587,ENSG00000106018,VIPR2,
7117,P01282,ENSG00000146469,VIP,
7118,P35442,ENSG00000186340,THBS2,
7119,Q02094,ENSG00000112077,RHAG,
7120,Q9P1W8,ENSG00000089012,SIRPG,
7121,P55899,ENSG00000104870,FCGRT,
7122,P27169,ENSG00000005421,PON1,
7123,P02753,ENSG00000138207,RBP4,
7124,Q9UKQ2,ENSG00000042980,ADAM28,
7125,O00421,ENSG00000121797,CCRL2,
7126,Q6X9E4,ENSG00000164049,FBXW12,
7127,Q96S38,ENSG00000136643,RPS6KC1,
7128,Q6IN85,ENSG00000100796,PPP4R3A,
7129,Q9NY27,ENSG00000163605,PPP4R2,
7130,P61970,ENSG00000102898,NUTF2,
7131,P43487,ENSG00000099901,RANBP1,
7132,O94829,ENSG00000117408,IPO13,
7133,Q9HD47,ENSG00000108961,RANGRF,
7134,P50151,ENSG00000242616,GNG10,
7135,O43424,ENSG00000152208,GRID2,
7136,Q8WXA3,ENSG00000204130,RUFY2,
7137,Q86SJ2,ENSG00000139211,AMIGO2,
7138,P63220,ENSG00000171858,RPS21,
7139,P15907,ENSG00000073849,ST6GAL1,
7140,O95859,ENSG00000106025,TSPAN12,
7141,Q9Y289,ENSG00000138074,SLC5A6,
7142,Q00013,ENSG00000130830,MPP1,
7143,O15018,ENSG00000133401,PDZD2,
7144,Q9BTT6,ENSG00000137269,LRRC1,
7145,Q96DU3,ENSG00000162739,SLAMF6,
7146,Q52LA3,ENSG00000205659,LIN52,
7147,Q96JJ3,ENSG00000062598,ELMO2,
7148,O00214,ENSG00000116977,LGALS8,
7149,Q9BXY8,ENSG00000133134,BEX2,
7150,Q15723,ENSG00000109381,ELF2,
7151,Q9H9E1,ENSG00000164331,ANKRA2,
7152,Q99788,ENSG00000174600,CMKLR1,
7153,P46091,ENSG00000183671,GPR1,
7154,Q04941,ENSG00000102007,PLP2,
7155,P55773,ENSG00000274736,CCL23,
7156,O95837,ENSG00000156049,GNA14,
7157,P10321,ENSG00000204525,HLA-C,
7158,Q9Y4L1,ENSG00000149428,HYOU1,
7159,Q96N66,ENSG00000125505,MBOAT7,
7160,Q969W0,ENSG00000165389,SPTSSA,
7161,P20594,ENSG00000159899,NPR2,
7162,Q96G04,ENSG00000118894,EEF2KMT,
7163,Q717R9,ENSG00000205795,CYS1,
7164,P01275,ENSG00000115263,GCG,
7165,P09681,ENSG00000159224,GIP,
7166,Q12884,ENSG00000078098,FAP,
7167,Q99567,ENSG00000108559,NUP88,
7168,Q9GZV3,ENSG00000115665,SLC5A7,
7169,O15118,ENSG00000141458,NPC1,
7170,Q9UN37,ENSG00000132612,VPS4A,
7171,Q53GS7,ENSG00000119392,GLE1,
7172,O75380,ENSG00000145494,NDUFS6,
7173,O95873,ENSG00000204439,C6orf47,
7174,Q15486,ENSG00000183666,GUSBP1,
7175,Q96LX7,ENSG00000159588,CCDC17,
7176,Q9ULD2,ENSG00000129422,MTUS1,
7177,O95390,ENSG00000135414,GDF11,
7178,Q92747,ENSG00000241685,ARPC1A,
7179,Q8WVJ2,ENSG00000170584,NUDCD2,
7180,Q13884,ENSG00000172164,SNTB1,
7181,O60828,ENSG00000102103,PQBP1,
7182,P63172,ENSG00000146425,DYNLT1,
7183,P25103,ENSG00000115353,TACR1,
7184,P35243,ENSG00000109047,RCVRN,
7185,P47901,ENSG00000198049,AVPR1B,
7186,Q96MT8,ENSG00000182923,CEP63,
7187,Q8TCU4,ENSG00000116127,ALMS1,
7188,Q7Z4N8,ENSG00000149380,P4HA3,
7189,Q9NP80,ENSG00000135241,PNPLA8,
7190,Q9UKK3,ENSG00000102699,PARP4,
7191,A6NDB9,ENSG00000187867,PALM3,
7192,Q9UPV9,ENSG00000182606,TRAK1,
7193,Q8IUR7,ENSG00000114098,ARMC8,
7194,A5PLL7,ENSG00000240849,TMEM189,
7195,P39656,ENSG00000244038,DDOST,
7196,Q9NQ94,ENSG00000148584,A1CF,
7197,Q9P2T0,ENSG00000105549,THEG,
7198,P51582,ENSG00000186912,P2RY4,
7199,Q14141,ENSG00000125354,SEPT6,
7200,Q8IYM1,ENSG00000140623,SEPT12,
7201,O43567,ENSG00000082996,RNF13,
7202,Q9H4Z2,ENSG00000198026,ZNF335,
7203,Q9H7S9,ENSG00000183779,ZNF703,
7204,Q9P0K1,ENSG00000008277,ADAM22,
7205,P05160,ENSG00000143278,F13B,
7206,P07204,ENSG00000178726,THBD,
7207,Q8TEY5,ENSG00000143578,CREB3L4,
7208,P17693,ENSG00000204632,HLA-G,
7209,O95070,ENSG00000174851,YIF1A,
7210,Q9C010,ENSG00000135549,PKIB,
7211,O60635,ENSG00000117472,TSPAN1,
7212,O94822,ENSG00000198862,LTN1,
7213,A0AVT1,ENSG00000033178,UBA6,
7214,P02652,ENSG00000158874,APOA2,
7215,P55058,ENSG00000100979,PLTP,
7216,Q8WTV0,ENSG00000073060,SCARB1,
7217,O14791,ENSG00000100342,APOL1,
7218,Q86YD1,ENSG00000104960,PTOV1,
7219,Q9NPG2,ENSG00000165553,NGB,
7220,Q92538,ENSG00000107862,GBF1,
7221,Q9GZY8,ENSG00000168958,MFF,
7222,Q9BU19,ENSG00000171163,ZNF692,
7223,Q5TC82,ENSG00000135870,RC3H1,
7224,Q8NFG4,ENSG00000154803,FLCN,
7225,Q9H2X0,ENSG00000090539,CHRD,
7226,Q96B86,ENSG00000182175,RGMA,
7227,Q6ZVN8,ENSG00000168509,HFE2,
7228,Q6NW40,ENSG00000174136,RGMB,
7229,O95470,ENSG00000166224,SGPL1,
7230,Q8WUA4,ENSG00000115207,GTF3C2,
7231,Q9NPC6,ENSG00000172399,MYOZ2,
7232,Q7L2E3,ENSG00000132153,DHX30,
7233,Q9HCE1,ENSG00000155363,MOV10,
7234,Q86U42,ENSG00000100836,PABPN1,
7235,P56282,ENSG00000100479,POLE2,
7236,Q9HCC6,ENSG00000188290,HES4,
7237,Q9UP83,ENSG00000164597,COG5,
7238,Q8N884,ENSG00000164430,CGAS,
7239,Q8WYP5,ENSG00000153207,AHCTF1,
7240,Q7Z5L9,ENSG00000168264,IRF2BP2,
7241,Q6NUQ1,ENSG00000135249,RINT1,
7242,P47871,ENSG00000215644,GCGR,
7243,P43116,ENSG00000125384,PTGER2,
7244,Q9NVN3,ENSG00000111785,RIC8B,
7245,Q13258,ENSG00000168229,PTGDR,
7246,Q9Y5W8,ENSG00000071189,SNX13,
7247,P39900,ENSG00000262406,MMP12,
7248,Q9UI33,ENSG00000168356,SCN11A,
7249,Q15858,ENSG00000169432,SCN9A,
7250,Q9UL63,ENSG00000128585,MKLN1,
7251,Q9NWU2,ENSG00000101193,GID8,
7252,P08397,ENSG00000256269,HMBS,
7253,Q9NQI0,ENSG00000152670,DDX4,
7254,Q96A54,ENSG00000159346,ADIPOR1,
7255,Q86V24,ENSG00000006831,ADIPOR2,
7256,Q8N3R9,ENSG00000072415,MPP5,
7257,Q8TEW8,ENSG00000116117,PARD3B,
7258,Q9Y6J6,ENSG00000159197,KCNE2,
7259,Q6KF10,ENSG00000156466,GDF6,
7260,O95476,ENSG00000175826,CTDNEP1,
7261,P22003,ENSG00000112175,BMP5,
7262,P30533,ENSG00000163956,LRPAP1,
7263,P02749,ENSG00000091583,APOH,
7264,P03905,ENSG00000198886,MT-ND4,
7265,Q9H845,ENSG00000177646,ACAD9,
7266,O75306,ENSG00000158864,NDUFS2,
7267,Q8IWR1,ENSG00000213186,TRIM59,
7268,Q86XI2,ENSG00000146918,NCAPG2,
7269,Q7Z4H7,ENSG00000147874,HAUS6,
7270,P15313,ENSG00000116039,ATP6V1B1,
7271,P01857,ENSG00000211896,IGHG1,
7272,Q15388,ENSG00000173726,TOMM20,
7273,O00408,ENSG00000186642,PDE2A,
7274,Q8N5M1,ENSG00000171953,ATPAF2,
7275,P48047,ENSG00000241837,ATP5O,
7276,P24539,ENSG00000116459,ATP5F1,
7277,Q92854,ENSG00000187764,SEMA4D,
7278,Q14761,ENSG00000213402,PTPRCAP,
7279,P15813,ENSG00000158473,CD1D,
7280,P81534,ENSG00000177243,DEFB103B,
7281,Q9UQ26,ENSG00000176406,RIMS2,
7282,Q9NZW5,ENSG00000105926,MPP6,
7283,Q53GG5,ENSG00000154553,PDLIM3,
7284,Q6P2Q9,ENSG00000174231,PRPF8,
7285,O75940,ENSG00000119953,SMNDC1,
7286,Q16650,ENSG00000136535,TBR1,
7287,Q8WXD9,ENSG00000167971,CASKIN1,
7288,Q9UHC6,ENSG00000174469,CNTNAP2,
7289,Q9C0A0,ENSG00000152910,CNTNAP4,
7290,Q9ULB1,ENSG00000179915,NRXN1,
7291,P58400,ENSG00000179915,NRXN1,
7292,Q9Y4C0,ENSG00000021645,NRXN3,
7293,O94868,ENSG00000137478,FCHSD2,
7294,Q9BY67,ENSG00000182985,CADM1,
7295,Q9P2S2,ENSG00000110076,NRXN2,
7296,P58401,ENSG00000110076,NRXN2,
7297,Q9HDB5,ENSG00000021645,NRXN3,
7298,P78508,ENSG00000177807,KCNJ10,
7299,Q9BUF7,ENSG00000130545,CRB3,
7300,P51686,ENSG00000173585,CCR9,
7301,Q5TC12,ENSG00000123472,ATPAF1,
7302,Q92496,ENSG00000134365,CFHR4,
7303,P02743,ENSG00000132703,APCS,
7304,Q8NE01,ENSG00000168763,CNNM3,
7305,O00712,ENSG00000147862,NFIB,
7306,Q9H0R5,ENSG00000117226,GBP3,
7307,P17050,ENSG00000198951,NAGA,
7308,Q16654,ENSG00000004799,PDK4,
7309,Q92752,ENSG00000116147,TNR,
7310,Q15649,ENSG00000273611,ZNHIT3,
7311,Q9P0X4,ENSG00000100346,CACNA1I,
7312,Q6PIL6,ENSG00000185774,KCNIP4,
7313,Q8N608,ENSG00000175497,DPP10,
7314,Q9NZI2,ENSG00000182132,KCNIP1,
7315,Q9UP52,ENSG00000106327,TFR2,
7316,P01569,ENSG00000147873,IFNA5,
7317,P49589,ENSG00000110619,CARS,
7318,Q9Y5Z7,ENSG00000111727,HCFC2,
7319,Q9C005,ENSG00000162961,DPY30,
7320,Q5EBL8,ENSG00000120509,PDZD11,
7321,P49411,ENSG00000178952,TUFM,
7322,P32241,ENSG00000114812,VIPR1,
7323,O95972,ENSG00000130385,BMP15,
7324,Q8NFP9,ENSG00000172915,NBEA,
7325,O43390,ENSG00000125944,HNRNPR,
7326,O00567,ENSG00000101361,NOP56,
7327,Q8TE12,ENSG00000162761,LMX1A,
7328,Q969L4,ENSG00000181817,LSM10,
7329,Q8N998,ENSG00000179071,CCDC89,
7330,Q9H981,ENSG00000113812,ACTR8,
7331,P23141,ENSG00000198848,CES1,
7332,P49888,ENSG00000109193,SULT1E1,
7333,Q12952,ENSG00000176678,FOXL1,
7334,Q9UPQ7,ENSG00000121440,PDZRN3,
7335,Q10713,ENSG00000165688,PMPCA,
7336,Q9HCJ3,ENSG00000162437,RAVER2,
7337,P05813,ENSG00000108255,CRYBA1,
7338,Q9H3Y6,ENSG00000125508,SRMS,
7339,Q9Y6Y8,ENSG00000107651,SEC23IP,
7340,Q9NPY3,ENSG00000125810,CD93,
7341,Q9NS69,ENSG00000100216,TOMM22,
7342,Q9H3S4,ENSG00000196511,TPK1,
7343,O96008,ENSG00000130204,TOMM40,
7344,Q2M3C7,ENSG00000153820,SPHKAP,
7345,Q9P0W5,ENSG00000151967,SCHIP1,
7346,Q9NPC3,ENSG00000100814,CCNB1IP1,
7347,Q9BZE4,ENSG00000107937,GTPBP4,
7348,Q92643,ENSG00000142892,PIGK,
7349,P10696,ENSG00000163286,ALPPL2,
7350,O94910,ENSG00000072071,ADGRL1,
7351,Q9NSA2,ENSG00000102057,KCND1,
7352,O76036,ENSG00000189430,NCR1,
7353,P43355,ENSG00000198681,MAGEA1,
7354,Q9Y3C6,ENSG00000137168,PPIL1,
7355,O95153,ENSG00000005379,TSPOAP1,
7356,O00305,ENSG00000182389,CACNB4,
7357,Q9GZZ8,ENSG00000135413,LACRT,
7358,Q9NY15,ENSG00000010327,STAB1,
7359,Q8NER5,ENSG00000123612,ACVR1C,
7360,P06881,ENSG00000110680,CALCA,
7361,Q9BZ71,ENSG00000091622,PITPNM3,
7362,Q9BZ72,ENSG00000090975,PITPNM2,
7363,Q9NZC4,ENSG00000135373,EHF,
7364,P54840,ENSG00000111713,GYS2,
7365,P24043,ENSG00000196569,LAMA2,
7366,Q9UKY0,ENSG00000171864,PRND,
7367,P12018,ENSG00000169575,VPREB1,
7368,Q8WXI7,ENSG00000181143,MUC16,
7369,Q9NZ53,ENSG00000114631,PODXL2,
7370,Q9ULC0,ENSG00000164035,EMCN,
7371,Q96QK1,ENSG00000069329,VPS35,
7372,O14793,ENSG00000138379,MSTN,
7373,Q8N531,ENSG00000182325,FBXL6,
7374,Q9Y603,ENSG00000010030,ETV7,
7375,P18440,ENSG00000171428,NAT1,
7376,Q9Y3C4,ENSG00000144034,TPRKB,
7377,Q4ZIN3,ENSG00000182087,TMEM259,
7378,Q9HBI0,ENSG00000138964,PARVG,
7379,Q9UMS6,ENSG00000172403,SYNPO2,
7380,Q9HBI1,ENSG00000188677,PARVB,
7381,Q7Z4I7,ENSG00000072163,LIMS2,
7382,Q96GA3,ENSG00000135521,LTV1,
7383,Q01469,ENSG00000164687,FABP5,
7384,Q6UX06,ENSG00000102837,OLFM4,
7385,Q96RN1,ENSG00000112053,SLC26A8,
7386,Q7LBE3,ENSG00000174502,SLC26A9,
7387,Q5XXA6,ENSG00000131620,ANO1,
7388,Q9Y5Y6,ENSG00000149418,ST14,
7389,Q05925,ENSG00000163064,EN1,
7390,Q969M7,ENSG00000184182,UBE2F,
7391,Q14919,ENSG00000175550,DRAP1,
7392,P10155,ENSG00000116747,TROVE2,
7393,Q15907,ENSG00000185236,RAB11B,
7394,Q99747,ENSG00000134265,NAPG,
7395,Q9Y467,ENSG00000165821,SALL2,
7396,Q9H213,ENSG00000187601,MAGEH1,
7397,Q9Y242,ENSG00000137310,TCF19,
7398,Q9BZR6,ENSG00000040608,RTN4R,
7399,P14652,ENSG00000173917,HOXB2,
7400,Q7L8L6,ENSG00000215251,FASTKD5,
7401,Q8IU60,ENSG00000172795,DCP2,
7402,Q96EQ0,ENSG00000197860,SGTB,
7403,Q06495,ENSG00000131183,SLC34A1,
7404,Q9Y2D4,ENSG00000144036,EXOC6B,
7405,Q8N1F7,ENSG00000102900,NUP93,
7406,Q96EE3,ENSG00000085415,SEH1L,
7407,Q9H3M9,ENSG00000123594,ATXN3L,
7408,O15260,ENSG00000148248,SURF4,
7409,Q8TCJ2,ENSG00000163527,STT3B,
7410,Q9BY78,ENSG00000173456,RNF26,
7411,Q8N653,ENSG00000099949,LZTR1,
7412,Q7M4L6,ENSG00000138606,SHF,
7413,P98073,ENSG00000154646,TMPRSS15,
7414,P28068,ENSG00000242574,HLA-DMB,
7415,Q30167,ENSG00000228080,HLA-DRB1,
7416,P01912,,,
7417,P04229,ENSG00000196126,HLA-DRB1,
7418,Q30154,ENSG00000198502,HLA-DRB5,
7419,P39877,ENSG00000127472,PLA2G5,
7420,O60220,ENSG00000126953,TIMM8A,
7421,Q8TF74,ENSG00000171475,WIPF2,
7422,Q9NZM3,ENSG00000198399,ITSN2,
7423,Q96AW1,ENSG00000154978,VOPP1,
7424,Q9H840,ENSG00000142252,GEMIN7,
7425,P12319,ENSG00000179639,FCER1A,
7426,O60291,ENSG00000102858,MGRN1,
7427,Q8WWY8,ENSG00000163898,LIPH,
7428,Q9NY12,ENSG00000109534,GAR1,
7429,Q96HR8,ENSG00000145414,NAF1,
7430,Q9NPE3,ENSG00000182117,NOP10,
7431,Q96JE7,ENSG00000120341,SEC16B,
7432,Q96PF2,ENSG00000206203,TSSK2,
7433,Q6AZZ1,ENSG00000167333,TRIM68,
7434,Q15768,ENSG00000108947,EFNB3,
7435,O94989,ENSG00000198844,ARHGEF15,
7436,Q14119,ENSG00000136451,VEZF1,
7437,Q9Y605,ENSG00000179010,MRFAP1,
7438,Q9BWF3,ENSG00000173933,RBM4,
7439,Q9BRL6,ENSG00000263465,SRSF8,
7440,Q01081,ENSG00000160201,U2AF1,
7441,Q9BQL6,ENSG00000101311,FERMT1,
7442,O75351,ENSG00000119541,VPS4B,
7443,O00483,ENSG00000189043,NDUFA4,
7444,Q16626,ENSG00000124733,MEA1,
7445,Q8N104,ENSG00000187082,DEFB106B,
7446,Q14444,ENSG00000135387,CAPRIN1,
7447,Q13033,ENSG00000196792,STRN3,
7448,Q8IWE5,ENSG00000116786,PLEKHM2,
7449,Q86VS8,ENSG00000168172,HOOK3,
7450,O60493,ENSG00000112335,SNX3,
7451,Q9UBQ0,ENSG00000111237,VPS29,
7452,O75436,ENSG00000122958,VPS26A,
7453,Q9UID3,ENSG00000149823,VPS51,
7454,Q4G0F5,ENSG00000151502,VPS26B,
7455,Q9HD89,ENSG00000104918,RETN,
7456,Q9ULR3,ENSG00000111110,PPM1H,
7457,P17900,ENSG00000196743,GM2A,
7458,P49257,ENSG00000074695,LMAN1,
7459,O60543,ENSG00000176194,CIDEA,
7460,Q9UNG2,ENSG00000120337,TNFSF18,
7461,P04196,ENSG00000113905,HRG,
7462,P01008,ENSG00000117601,SERPINC1,
7463,Q16787,ENSG00000053747,LAMA3,
7464,Q9Y296,ENSG00000196655,TRAPPC4,
7465,P23352,ENSG00000011201,ANOS1,
7466,O94925,ENSG00000115419,GLS,
7467,P02792,ENSG00000087086,FTL,
7468,P16860,ENSG00000120937,NPPB,
7469,O75473,ENSG00000139292,LGR5,
7470,Q9BXY4,ENSG00000146374,RSPO3,
7471,Q9BXB1,ENSG00000205213,LGR4,
7472,Q9HBX8,ENSG00000133067,LGR6,
7473,P30990,ENSG00000133636,NTS,
7474,P30989,ENSG00000101188,NTSR1,
7475,O95665,ENSG00000169006,NTSR2,
7476,Q9BYT8,ENSG00000123213,NLN,
7477,P48546,ENSG00000010310,GIPR,
7478,Q8WXF3,ENSG00000171136,RLN3,
7479,Q8TDU9,ENSG00000173080,RXFP4,
7480,Q9Y5Q6,ENSG00000172410,INSL5,
7481,O00230,ENSG00000241563,CORT,
7482,P61278,ENSG00000157005,SST,
7483,P07492,ENSG00000134443,GRP,
7484,P58294,ENSG00000143125,PROK1,
7485,Q07075,ENSG00000138792,ENPEP,
7486,P42785,ENSG00000137509,PRCP,
7487,P04201,ENSG00000130368,MAS1,
7488,Q9ULA0,ENSG00000123992,DNPEP,
7489,P0DJI8,ENSG00000173432,SAA1,
7490,Q92847,ENSG00000121853,GHSR,
7491,O95838,ENSG00000065325,GLP2R,
7492,P43220,ENSG00000112164,GLP1R,
7493,Q9H3N8,ENSG00000134489,HRH4,
7494,Q9HCQ7,ENSG00000105954,NPVF,
7495,Q9GZQ6,ENSG00000148734,NPFFR1,
7496,O15130,ENSG00000139574,NPFF,
7497,P10082,ENSG00000131096,PYY,
7498,P49146,ENSG00000185149,NPY2R,
7499,Q15761,ENSG00000164129,NPY5R,
7500,P17342,ENSG00000113389,NPR3,
7501,Q2I0M5,ENSG00000101282,RSPO4,
7502,Q2MKA7,ENSG00000169218,RSPO1,
7503,Q6UXX9,ENSG00000147655,RSPO2,
7504,Q96LB1,ENSG00000183695,MRGPRX2,
7505,P31391,ENSG00000132671,SSTR4,
7506,P04090,ENSG00000107014,RLN2,
7507,Q8WXD0,ENSG00000133105,RXFP2,
7508,Q9UBC7,ENSG00000197487,GALP,
7509,P25929,ENSG00000164128,NPY1R,
7510,Q16602,ENSG00000064989,CALCRL,
7511,O60894,ENSG00000132329,RAMP1,
7512,P04808,ENSG00000107018,RLN1,
7513,Q8NFJ6,ENSG00000101292,PROKR2,
7514,P01189,ENSG00000115138,POMC,
7515,O60883,ENSG00000170075,GPR37L1,
7516,P49190,ENSG00000144407,PTH2R,
7517,P01270,ENSG00000152266,PTH,
7518,Q96A98,ENSG00000142538,PTH2,
7519,P01303,ENSG00000122585,NPY,
7520,Q02643,ENSG00000106128,GHRHR,
7521,P10092,ENSG00000175868,CALCB,
7522,P01298,ENSG00000108849,PPY,
7523,O00253,ENSG00000159723,AGRP,
7524,P41968,ENSG00000124089,MC3R,
7525,O43612,ENSG00000161610,HCRT,
7526,Q9NSD7,ENSG00000182631,RXFP3,
7527,P10997,ENSG00000121351,IAPP,
7528,Q7Z4H4,ENSG00000128165,ADM2,
7529,P01258,ENSG00000110680,CALCA,
7530,P03951,ENSG00000088926,F11,
7531,Q14520,ENSG00000148702,HABP2,
7532,P09683,ENSG00000070031,SCT,
7533,P01286,ENSG00000118702,GHRH,
7534,P03989,ENSG00000224608,HLA-B,
7535,Q96LB2,ENSG00000170255,MRGPRX1,
7536,P06307,ENSG00000187094,CCK,
7537,P32239,ENSG00000110148,CCKBR,
7538,Q96PN6,ENSG00000143199,ADCY10,
7539,P33032,ENSG00000176136,MC5R,
7540,Q01726,ENSG00000258839,MC1R,
7541,Q01718,ENSG00000185231,MC2R,
7542,Q9NRV9,ENSG00000013583,HEBP1,
7543,Q9Y5R2,ENSG00000125966,MMP24,
7544,P61366,ENSG00000188729,OSTN,
7545,P16519,ENSG00000125851,PCSK2,
